time,league,pitch,weather,score_home,score_away,corners_home,corners_away,on_target_home,on_target_away,off_target_home,off_target_away,dang_attacks_home,dang_attacks_away,attacks_home,attacks_away,possession_home,possession_away,target
fh,France Ligue 2,GOOD,GOOD,0,0,2,2,8,1,4,5,82,52,125,113,58%,42%,False
lh,France Ligue 2,GOOD,GOOD,1,1,5,1,2,0,1,3,37,31,57,69,51%,49%,True
fh,Spain Segunda Divis...,GOOD,GOOD,2,0,4,0,8,4,12,2,43,17,89,65,64%,36%,False
lh,Spain Segunda Divis...,GOOD,GOOD,2,0,2,4,2,1,5,1,18,9,42,32,62%,38%,False
fh,France Ligue 2,GOOD,GOOD,0,0,2,3,2,1,2,9,38,73,73,98,43%,57%,False
lh,France Ligue 2,GOOD,GOOD,0,0,2,2,1,1,0,6,16,33,32,56,45%,55%,True
fh,Mali Premiere Division,GOOD,GOOD,0,0,0,0,4,0,1,2,43,31,65,64,53%,47%,False
lh,Mali Premiere Division,GOOD,GOOD,0,0,1,0,4,0,0,2,27,23,46,42,55%,45%,False
fh,Mexico Liga MX Femenil,GOOD,GOOD,0,0,2,3,2,5,0,5,42,81,57,98,36%,64%,False
lh,Mexico Liga MX Femenil,GOOD,GOOD,1,3,2,2,0,2,0,4,16,47,28,53,33%,67%,False
fh,Barclays Premier Le...,GOOD,GOOD,0,0,3,2,2,5,11,6,89,77,146,113,52%,48%,True
lh,Barclays Premier Le...,GOOD,GOOD,0,0,1,5,1,1,3,3,40,37,69,59,50%,50%,True
fh,Spain Tercera Group 2,GOOD,GOOD,0,1,3,3,1,5,4,10,19,32,76,84,46%,54%,True
lh,Spain Tercera Group 2,GOOD,GOOD,1,1,0,2,0,1,2,5,11,12,36,36,47%,53%,False
fh,Campeonato Paulista A2,GOOD,GOOD,0,0,1,2,2,2,4,4,52,44,107,102,53%,47%,True
lh,Campeonato Paulista A2,GOOD,GOOD,0,1,2,1,0,1,2,3,17,23,50,55,46%,54%,True
fh,Spain Youth League,GOOD,GOOD,1,0,2,1,6,3,3,6,57,60,83,96,41%,59%,True
lh,Spain Youth League,GOOD,GOOD,1,1,1,2,3,2,2,3,35,29,46,49,41%,59%,False
fh,Portugal Primeira Liga,GOOD,GOOD,1,0,4,2,5,7,10,11,43,30,96,90,51%,49%,True
lh,Portugal Primeira Liga,GOOD,GOOD,1,1,4,5,2,1,4,4,23,9,53,41,50%,50%,False
fh,Spain Youth League,GOOD,GOOD,0,1,4,3,6,11,8,10,61,40,105,85,55%,45%,True
lh,Spain Youth League,GOOD,GOOD,0,2,4,2,4,5,1,8,28,19,53,45,46%,54%,True
fh,Portugal U23 Cup,GOOD,GOOD,1,0,2,3,4,5,6,5,108,68,208,152,59%,41%,True
lh,Portugal U23 Cup,GOOD,GOOD,1,0,0,3,3,2,3,4,56,26,94,61,59%,41%,False
fh,Spain Segunda Divis...,GOOD,GOOD,0,0,5,0,3,2,11,5,34,23,79,73,49%,51%,False
lh,Spain Segunda Divis...,GOOD,GOOD,0,0,3,3,2,1,6,1,18,9,45,36,50%,50%,False
fh,Tanzania Premier Le...,GOOD,GOOD,0,0,6,2,1,0,12,3,87,32,113,78,61%,39%,True
lh,Tanzania Premier Le...,GOOD,GOOD,1,0,2,1,0,0,7,1,43,19,60,37,61%,39%,False
fh,FA Cup,GOOD,GOOD,3,1,3,3,7,2,5,9,50,43,86,109,43%,57%,False
lh,FA Cup,GOOD,GOOD,4,1,1,5,5,1,2,4,28,22,47,46,45%,55%,False
fh,Spain Segunda Divis...,GOOD,GOOD,0,1,0,1,2,6,5,7,47,35,99,80,53%,47%,False
lh,Spain Segunda Divis...,GOOD,GOOD,0,2,2,2,0,3,1,6,20,19,47,34,50%,50%,False
fh,Turkey Supercup,GOOD,GOOD,0,0,5,2,5,2,10,3,89,50,128,84,58%,42%,True
lh,Turkey Supercup,GOOD,GOOD,0,0,6,0,2,1,3,2,33,27,60,39,57%,43%,False
fh,Portugal Campeonato...,GOOD,GOOD,0,1,5,1,0,3,3,3,114,94,197,128,59%,41%,True
lh,Portugal Campeonato...,GOOD,GOOD,0,1,0,3,0,1,1,0,56,45,98,71,54%,46%,False
fh,Spain Primera Divis...,GOOD,GOOD,0,1,3,2,7,9,3,11,41,35,90,87,47%,53%,False
lh,Spain Primera Divis...,GOOD,GOOD,0,1,4,0,3,4,1,7,14,17,42,41,44%,56%,False
fh,Spain Primera Divis...,GOOD,GOOD,1,0,2,1,6,2,7,3,63,62,102,101,45%,55%,False
lh,Spain Primera Divis...,GOOD,GOOD,2,1,3,0,3,1,5,1,31,27,39,47,46%,54%,False
fh,Spain Primera Divis...,GOOD,GOOD,0,1,3,2,5,3,12,0,42,14,89,53,71%,29%,True
lh,Spain Primera Divis...,GOOD,GOOD,1,2,9,1,0,2,4,0,19,8,55,28,61%,39%,True
fh,Spain Segunda Divis...,GOOD,GOOD,1,0,5,3,5,3,4,5,51,62,90,99,47%,53%,True
lh,Spain Segunda Divis...,GOOD,GOOD,2,0,0,2,2,1,3,3,18,26,38,36,54%,46%,False
fh,Spain Segunda Divis...,GOOD,GOOD,0,0,1,1,4,6,4,4,60,57,101,99,54%,46%,False
lh,Spain Segunda Divis...,GOOD,GOOD,0,0,1,0,2,4,2,3,22,30,40,51,42%,58%,False
fh,Scotland Premier Le...,ARTIFICIALTURF,COLD,0,0,3,0,1,6,1,4,33,42,77,95,44%,56%,False
lh,Scotland Premier Le...,ARTIFICIALTURF,COLD,0,1,2,3,1,3,1,2,14,20,37,58,43%,57%,False
fh,Spain Segunda Divis...,GOOD,GOOD,1,0,0,0,5,2,6,4,40,34,69,68,46%,54%,True
lh,Spain Segunda Divis...,GOOD,GOOD,1,1,5,0,3,1,2,2,19,14,32,31,45%,55%,False
fh,Spain Tercera Group 1,GOOD,GOOD,1,1,0,4,7,4,1,3,36,55,49,56,43%,57%,True
lh,Spain Tercera Group 1,GOOD,GOOD,1,2,3,2,3,2,0,3,14,28,23,29,37%,63%,False
fh,Spain Segunda Divis...,GOOD,GOOD,2,0,1,0,3,5,7,3,90,70,154,107,58%,42%,False
lh,Spain Segunda Divis...,GOOD,GOOD,3,1,1,5,2,1,5,1,51,26,83,49,63%,37%,True
fh,Spain Segunda Divis...,GOOD,GOOD,1,0,0,0,2,2,10,5,63,60,101,88,59%,41%,False
lh,Spain Segunda Divis...,GOOD,GOOD,1,0,1,2,2,1,4,3,34,24,49,39,63%,37%,False
fh,Bolivia Apertura,GOOD,GOOD,0,1,0,1,2,4,5,8,59,56,73,75,59%,41%,False
lh,Bolivia Apertura,GOOD,GOOD,0,1,4,2,0,2,4,5,22,33,29,42,58%,42%,True
fh,Turkey Super Lig,GOOD,GOOD,0,1,2,3,7,2,7,5,99,54,109,73,60%,40%,True
lh,Turkey Super Lig,GOOD,GOOD,0,2,4,3,3,1,2,2,42,21,45,31,54%,46%,True
fh,France Ligue 1,GOOD,GOOD,1,0,2,0,9,1,10,5,45,42,125,86,61%,39%,False
lh,France Ligue 1,GOOD,GOOD,2,0,4,1,7,1,5,3,26,12,74,31,71%,29%,True
fh,Gambia GFA League,GOOD,GOOD,0,0,3,1,3,4,7,9,40,51,82,85,47%,53%,False
lh,Gambia GFA League,GOOD,GOOD,0,0,4,5,1,2,3,3,22,17,40,44,54%,46%,True
fh,Croatia 1.HNL,GOOD,GOOD,1,1,0,9,3,4,1,6,38,95,89,128,37%,63%,False
lh,Croatia 1.HNL,GOOD,GOOD,1,2,0,2,2,2,0,2,15,52,44,69,35%,65%,False
fh,Guatemala Liga Naci...,GOOD,GOOD,0,0,0,7,1,6,4,25,33,78,51,55,46%,54%,False
lh,Guatemala Liga Naci...,GOOD,GOOD,0,3,0,4,0,2,1,14,12,45,24,27,46%,54%,False
fh,Liberia First Division,GOOD,SUNNY,0,0,1,1,1,6,5,7,50,62,64,60,51%,49%,True
lh,Liberia First Division,GOOD,SUNNY,0,0,1,3,0,3,0,0,18,17,24,18,54%,46%,False
fh,Italy Serie A,GOOD,GOOD,0,0,4,1,4,1,9,4,35,28,103,107,41%,59%,True
lh,Italy Serie A,GOOD,GOOD,2,0,4,2,0,0,8,2,12,12,41,56,40%,60%,True
fh,Czech First League,GOOD,GOOD,1,0,4,2,4,1,4,5,93,65,111,101,56%,44%,False
lh,Czech First League,GOOD,GOOD,1,0,1,2,2,0,4,2,48,28,61,51,62%,38%,False
fh,CAF Confederations Cup,GOOD,GOOD,1,1,1,1,4,4,12,1,74,16,105,65,58%,42%,False
lh,CAF Confederations Cup,GOOD,GOOD,2,1,2,0,2,3,1,1,20,10,35,26,54%,46%,False
fh,Cyprus Division 1,GOOD,GOOD,2,1,3,1,2,3,3,4,42,51,86,92,45%,55%,True
lh,Cyprus Division 1,GOOD,GOOD,2,3,1,1,2,1,2,2,24,26,40,39,49%,51%,True
fh,Malta Premier League,GOOD,GOOD,2,1,0,5,9,3,7,7,56,83,88,129,37%,63%,True
lh,Malta Premier League,GOOD,GOOD,2,1,3,2,6,3,4,3,27,43,44,65,38%,62%,True
fh,Spain Tercera Group 9,GOOD,GOOD,2,1,1,2,5,4,4,7,26,49,81,113,42%,58%,True
lh,Spain Tercera Group 9,GOOD,GOOD,2,1,2,3,5,2,4,1,17,24,43,66,45%,55%,True
fh,El Salvador Reserve...,GOOD,GOOD,0,0,6,0,7,4,5,5,80,98,91,123,47%,53%,True
lh,El Salvador Reserve...,GOOD,GOOD,2,0,2,0,3,2,4,2,46,34,54,60,54%,46%,True
fh,Guatemala Liga Naci...,GOOD,GOOD,0,1,0,3,0,2,6,0,42,24,135,138,52%,48%,True
lh,Guatemala Liga Naci...,GOOD,GOOD,0,2,8,1,0,1,4,0,15,15,69,69,52%,48%,True
fh,Guatemala Primera D...,GOOD,GOOD,1,1,1,1,5,2,11,7,69,57,111,101,47%,53%,True
lh,Guatemala Primera D...,GOOD,GOOD,1,1,2,3,1,1,5,4,33,24,60,54,48%,52%,True
fh,Israel Premier League,GOOD,GOOD,0,0,2,1,3,2,6,7,51,39,102,71,52%,48%,True
lh,Israel Premier League,GOOD,GOOD,1,0,1,1,1,1,2,5,20,26,51,35,48%,52%,False
fh,Guatemala Liga Naci...,GOOD,GOOD,1,0,2,1,4,5,6,8,35,55,93,124,53%,47%,False
lh,Guatemala Liga Naci...,GOOD,GOOD,2,0,0,3,1,2,2,4,16,28,40,60,50%,50%,False
fh,Guatemala Liga Naci...,GOOD,GOOD,1,0,4,2,2,1,1,0,40,32,78,71,46%,54%,True
lh,Guatemala Liga Naci...,GOOD,GOOD,1,1,1,3,2,0,1,0,23,21,40,45,46%,54%,False
fh,Guatemala Liga Naci...,GOOD,GOOD,1,1,2,3,9,4,9,2,62,32,73,77,47%,53%,True
lh,Guatemala Liga Naci...,GOOD,GOOD,1,1,3,2,5,4,1,2,19,19,35,32,50%,50%,False
fh,Guatemala Liga Naci...,GOOD,GOOD,0,1,2,2,5,1,9,1,75,36,94,81,55%,45%,False
lh,Guatemala Liga Naci...,GOOD,GOOD,0,1,7,0,2,1,4,0,25,20,43,35,60%,40%,True
fh,Spain Segunda,GOOD,GOOD,0,2,4,3,2,10,6,8,32,39,103,101,53%,47%,True
lh,Spain Segunda,GOOD,GOOD,0,2,2,2,2,6,2,3,12,17,52,53,44%,56%,True
fh,Spain Tercera Group 9,GOOD,GOOD,2,0,0,3,3,4,4,9,37,36,84,73,46%,54%,True
lh,Spain Tercera Group 9,GOOD,GOOD,3,0,1,5,2,1,2,3,20,14,41,33,46%,54%,False
fh,Spain Segunda,GOOD,GOOD,0,0,6,1,8,2,5,4,53,41,111,84,57%,43%,True
lh,Spain Segunda,GOOD,GOOD,4,0,5,2,1,2,3,3,33,25,51,44,57%,43%,True
fh,Guatemala Segunda D...,GOOD,GOOD,0,1,6,4,2,3,9,12,41,30,80,65,53%,47%,False
lh,Guatemala Segunda D...,GOOD,GOOD,0,1,2,0,1,2,0,6,12,15,24,22,52%,48%,False
fh,Algeria Division 1,GOOD,GOOD,0,0,0,3,4,4,6,8,49,38,79,76,49%,51%,True
lh,Algeria Division 1,GOOD,GOOD,1,0,3,0,2,4,4,6,26,21,45,45,47%,53%,False
fh,Gambia GFA League,GOOD,GOOD,0,0,2,4,4,9,9,9,50,56,85,81,49%,51%,True
lh,Gambia GFA League,GOOD,GOOD,0,2,3,2,1,4,5,6,20,31,48,39,55%,45%,False
fh,Mauritania Cup,GOOD,GOOD,0,1,0,8,2,3,4,16,15,37,104,118,46%,54%,True
lh,Mauritania Cup,GOOD,GOOD,0,1,1,2,0,1,1,10,8,24,52,51,45%,55%,True
fh,Algeria Division 1,GOOD,GOOD,1,0,0,3,3,2,7,4,60,82,116,154,42%,58%,True
lh,Algeria Division 1,GOOD,GOOD,1,0,0,2,1,1,4,2,24,38,44,70,45%,55%,False
fh,Portugal Segunda Liga,GOOD,GOOD,0,0,2,0,4,2,3,9,61,40,110,82,56%,44%,True
lh,Portugal Segunda Liga,GOOD,GOOD,1,0,1,2,1,1,2,6,28,14,48,31,63%,37%,True
fh,Israel Leumit Liga,GOOD,GOOD,0,1,0,3,4,2,9,3,94,46,84,57,60%,40%,True
lh,Israel Leumit Liga,GOOD,GOOD,1,1,0,1,1,1,4,3,36,29,33,25,56%,44%,True
fh,Israel Leumit Liga,GOOD,GOOD,0,0,0,1,4,3,7,6,98,74,144,134,52%,48%,False
lh,Israel Leumit Liga,GOOD,GOOD,0,2,2,1,2,0,2,2,44,36,87,69,53%,47%,True
fh,Israel Leumit Liga,GOOD,GOOD,1,1,2,1,4,3,7,10,39,38,97,80,48%,52%,True
lh,Israel Leumit Liga,GOOD,GOOD,2,1,2,1,3,2,2,5,20,18,49,42,45%,55%,False
fh,Poland Ekstraklasa,GOOD,GOOD,1,1,4,3,10,4,10,9,68,59,99,90,52%,48%,True
lh,Poland Ekstraklasa,GOOD,GOOD,1,1,6,6,5,1,5,2,33,21,45,42,49%,51%,True
fh,Turkey 1 Lig,GOOD,GOOD,1,1,0,1,5,6,8,2,75,40,111,87,57%,43%,False
lh,Turkey 1 Lig,GOOD,GOOD,1,2,6,3,2,2,4,0,29,15,47,44,59%,41%,True
fh,Israel Liga Alef South,GOOD,GOOD,0,0,0,3,5,5,11,5,52,35,99,72,52%,48%,False
lh,Israel Liga Alef South,GOOD,GOOD,1,1,2,1,2,2,6,4,27,18,58,33,49%,51%,False
fh,Cyprus Division 1,GOOD,GOOD,0,1,1,2,6,6,6,5,56,77,80,98,47%,53%,False
lh,Cyprus Division 1,GOOD,GOOD,0,3,3,3,2,4,1,3,23,47,33,62,37%,63%,False
fh,Europe Friendlies,GOOD,GOOD,0,1,4,2,1,4,7,8,26,36,55,62,54%,46%,False
lh,Europe Friendlies,GOOD,GOOD,1,1,2,4,0,2,5,2,12,15,26,29,59%,41%,True
fh,South Africa Premier,GOOD,GOOD,1,0,5,0,3,1,7,3,105,45,97,58,68%,32%,True
lh,South Africa Premier,GOOD,GOOD,2,0,5,3,2,0,4,1,57,21,51,31,68%,32%,False
fh,Israel Women Divisi...,GOOD,GOOD,0,1,3,0,4,5,3,6,47,44,71,75,46%,54%,False
lh,Israel Women Divisi...,GOOD,GOOD,1,4,2,3,0,1,2,3,25,22,33,34,46%,54%,False
fh,Israel Women Divisi...,GOOD,GOOD,3,0,3,1,11,3,6,6,52,42,91,76,56%,44%,True
lh,Israel Women Divisi...,GOOD,GOOD,6,0,1,2,5,2,3,4,27,22,50,38,59%,41%,False
fh,Romania Liga I,GOOD,GOOD,2,0,0,2,5,5,1,4,34,63,63,77,42%,58%,False
lh,Romania Liga I,GOOD,GOOD,4,0,2,2,2,2,1,2,14,21,29,34,44%,56%,False
fh,Europe Friendlies,GOOD,GOOD,0,0,4,1,2,2,6,2,55,61,83,114,44%,56%,False
lh,Europe Friendlies,GOOD,GOOD,2,0,0,4,0,0,2,0,28,27,43,52,50%,50%,False
fh,Jamaica Premier League,GOOD,GOOD,0,0,2,0,3,2,6,8,52,96,103,150,42%,58%,True
lh,Jamaica Premier League,GOOD,GOOD,0,1,3,1,0,1,3,4,29,28,53,53,53%,47%,False
fh,Germany 3.Liga,GOOD,GOOD,0,1,5,0,7,4,7,5,70,55,76,52,55%,45%,True
lh,Germany 3.Liga,GOOD,GOOD,2,1,5,0,1,3,6,2,34,30,34,26,53%,47%,True
fh,Campeonato Carioca,GOOD,GOOD,0,1,5,2,5,8,15,8,125,64,134,88,65%,35%,True
lh,Campeonato Carioca,GOOD,GOOD,0,1,7,1,1,5,7,3,60,23,70,30,66%,34%,False
fh,Israel Premier League,GOOD,GOOD,4,0,3,3,15,0,8,3,93,20,109,68,64%,36%,True
lh,Israel Premier League,GOOD,GOOD,6,0,4,2,9,0,5,1,54,9,59,29,69%,31%,True
fh,Israel Women Divisi...,GOOD,GOOD,1,2,4,1,6,9,7,6,54,48,116,107,57%,43%,False
lh,Israel Women Divisi...,GOOD,GOOD,1,4,2,1,3,5,3,5,22,29,51,59,55%,45%,False
fh,Belgium Reserve League,GOOD,GOOD,1,0,4,4,1,3,1,7,18,65,34,84,25%,75%,True
lh,Belgium Reserve League,GOOD,GOOD,1,0,0,6,1,1,1,2,9,20,16,32,27%,73%,False
fh,Belgium Reserve League,GOOD,GOOD,1,1,5,2,11,7,12,3,67,31,98,69,57%,43%,True
lh,Belgium Reserve League,GOOD,GOOD,2,1,5,2,4,1,5,2,36,13,56,27,64%,36%,True
fh,Belgium Reserve League,GOOD,GOOD,0,1,1,0,5,3,7,1,75,41,146,127,57%,43%,False
lh,Belgium Reserve League,GOOD,GOOD,1,1,1,1,3,2,5,0,42,13,75,53,63%,37%,False
fh,Belgium Reserve League,GOOD,GOOD,3,1,1,1,6,5,9,2,105,37,127,80,59%,41%,False
lh,Belgium Reserve League,GOOD,GOOD,3,1,6,1,5,5,1,1,44,22,64,45,57%,43%,True
fh,England Premier Lea...,GOOD,GOOD,0,1,4,0,12,5,13,1,61,38,113,99,48%,52%,True
lh,England Premier Lea...,GOOD,GOOD,4,1,2,2,5,3,7,1,32,16,68,51,54%,46%,True
fh,England Premier Lea...,GOOD,GOOD,1,0,1,0,3,1,6,4,63,48,27,50,42%,58%,False
lh,England Premier Lea...,GOOD,GOOD,2,0,2,1,2,1,1,3,29,23,15,27,40%,60%,True
fh,England Premier Lea...,GOOD,GOOD,1,0,0,6,6,2,4,13,25,62,53,76,43%,57%,False
lh,England Premier Lea...,GOOD,GOOD,3,0,1,4,3,1,2,6,15,28,25,38,47%,53%,False
fh,Holland Eerste Divisie,GOOD,GOOD,1,1,6,1,11,6,10,6,103,65,142,107,56%,44%,True
lh,Holland Eerste Divisie,GOOD,GOOD,3,2,3,3,4,1,3,3,48,25,72,46,62%,38%,True
fh,England Premier Lea...,GOOD,GOOD,1,1,2,4,3,4,8,7,30,49,58,78,42%,58%,True
lh,England Premier Lea...,GOOD,GOOD,1,1,4,0,2,3,3,6,13,25,32,32,50%,50%,False
fh,England U23 Premier...,GOOD,GOOD,0,1,3,6,4,3,3,8,62,36,117,96,50%,50%,True
lh,England U23 Premier...,GOOD,GOOD,0,1,2,3,0,3,3,6,38,19,64,40,48%,52%,True
fh,Belgium Reserve League,GOOD,GOOD,0,0,1,3,3,1,0,2,71,89,97,112,49%,51%,False
lh,Belgium Reserve League,GOOD,GOOD,0,0,2,6,1,0,0,2,32,46,52,68,46%,54%,True
fh,Holland Eerste Divisie,GOOD,GOOD,0,1,5,1,6,1,7,4,77,49,131,106,64%,36%,False
lh,Holland Eerste Divisie,GOOD,GOOD,1,1,3,1,2,1,5,3,43,20,68,46,67%,33%,True
fh,Hungary NB II,GOOD,GOOD,1,2,0,0,2,4,9,1,71,58,122,100,61%,39%,True
lh,Hungary NB II,GOOD,GOOD,1,2,0,0,1,4,2,0,21,35,50,49,51%,49%,True
fh,Holland Eerste Divisie,GOOD,GOOD,3,1,2,0,8,4,5,6,69,105,121,155,44%,56%,False
lh,Holland Eerste Divisie,GOOD,GOOD,4,1,1,4,7,1,3,4,38,36,62,67,52%,48%,False
fh,Portugal Primeira Liga,GOOD,GOOD,0,2,2,4,2,7,8,11,41,63,95,148,44%,56%,True
lh,Portugal Primeira Liga,GOOD,GOOD,1,3,2,5,1,5,5,3,21,26,48,82,45%,55%,True
fh,Holland Eerste Divisie,GOOD,GOOD,0,0,2,2,4,2,6,2,45,28,76,65,62%,38%,True
lh,Holland Eerste Divisie,GOOD,GOOD,2,0,2,0,1,1,2,0,21,14,36,31,60%,40%,False
fh,Belgium Reserve League,GOOD,GOOD,0,0,1,3,4,4,5,7,101,64,144,86,61%,39%,False
lh,Belgium Reserve League,GOOD,GOOD,1,4,0,2,1,0,3,3,55,33,67,39,66%,34%,True
fh,England Premier Lea...,GOOD,GOOD,0,1,0,3,3,7,4,4,20,53,77,164,35%,65%,False
lh,England Premier Lea...,GOOD,GOOD,0,5,1,1,2,2,0,2,9,24,39,92,32%,68%,False
fh,Belgium Reserve League,GOOD,GOOD,1,2,3,0,10,4,5,5,66,52,115,85,66%,34%,True
lh,Belgium Reserve League,GOOD,GOOD,2,2,1,1,6,2,1,0,32,30,55,49,69%,31%,False
fh,Belgium Reserve League,GOOD,GOOD,0,2,1,2,2,7,11,7,44,47,95,85,52%,48%,False
lh,Belgium Reserve League,GOOD,GOOD,1,3,2,2,0,4,5,3,15,23,45,43,47%,53%,False
fh,Belgium Reserve League,GOOD,GOOD,0,1,8,3,0,2,9,4,86,51,106,92,56%,44%,True
lh,Belgium Reserve League,GOOD,GOOD,0,2,3,0,0,1,6,3,38,30,47,48,54%,46%,False
fh,Northern League Div...,GOOD,GOOD,0,1,1,0,7,6,8,5,44,27,75,64,57%,43%,False
lh,Northern League Div...,GOOD,GOOD,0,1,2,3,3,2,2,2,19,10,34,30,56%,44%,True
fh,France National,GOOD,GOOD,1,0,6,0,7,0,6,7,74,44,117,71,61%,39%,False
lh,France National,GOOD,GOOD,2,0,0,1,2,0,2,3,43,20,60,35,68%,32%,False
fh,France Ligue 2,GOOD,GOOD,0,0,1,0,3,4,3,1,38,65,75,94,47%,53%,False
lh,France Ligue 2,GOOD,GOOD,2,0,2,7,1,2,3,1,17,25,42,49,55%,45%,True
fh,Italy Serie A,GOOD,GOOD,2,2,0,6,5,3,4,10,54,34,107,99,56%,44%,True
lh,Italy Serie A,GOOD,GOOD,2,2,5,0,3,3,0,6,4,19,30,60,46%,54%,False
fh,Northern League Div...,GOOD,GOOD,1,0,0,3,3,4,2,6,28,39,63,70,35%,65%,False
lh,Northern League Div...,GOOD,GOOD,1,1,2,5,2,2,2,2,13,18,32,34,37%,63%,False
fh,Copa Libertadores U20,GOOD,GOOD,0,0,2,2,1,3,5,6,46,50,103,123,44%,56%,True
lh,Copa Libertadores U20,GOOD,GOOD,0,1,2,2,1,0,3,2,19,27,55,61,44%,56%,True
fh,Italy Serie C Group B,GOOD,GOOD,1,0,2,0,3,0,3,4,51,45,75,83,41%,59%,False
lh,Italy Serie C Group B,GOOD,GOOD,1,0,1,2,2,0,0,2,26,23,36,48,44%,56%,True
fh,Spain Primera Liga,GOOD,GOOD,2,1,2,2,6,4,2,3,45,49,97,124,46%,54%,True
lh,Spain Primera Liga,GOOD,GOOD,2,1,3,1,5,3,1,1,21,19,46,54,44%,56%,True
fh,Northern Ireland Re...,GOOD,GOOD,1,1,1,0,5,6,11,4,49,47,100,84,53%,47%,False
lh,Northern Ireland Re...,GOOD,GOOD,1,2,2,1,4,2,3,3,22,25,39,45,47%,53%,True
fh,America Friendlies,GOOD,GOOD,1,0,5,1,4,3,6,6,62,79,66,69,49%,51%,False
lh,America Friendlies,GOOD,GOOD,1,1,0,6,4,1,3,3,38,38,35,37,45%,55%,False
fh,Jamaica Premier League,ARTIFICIALTURF,RAINY,0,1,1,3,1,4,6,2,61,40,97,75,56%,44%,False
lh,Jamaica Premier League,ARTIFICIALTURF,RAINY,0,1,4,2,1,2,5,2,26,27,46,45,49%,51%,True
fh,Chile Apertura/Clau...,GOOD,GOOD,1,0,2,1,3,6,7,8,51,80,102,146,43%,57%,False
lh,Chile Apertura/Clau...,GOOD,GOOD,1,2,4,1,3,3,5,4,19,43,47,78,40%,60%,True
fh,Colombia Primera A,GOOD,GOOD,1,0,2,0,9,6,6,5,63,96,100,126,45%,55%,False
lh,Colombia Primera A,GOOD,GOOD,2,0,1,3,5,4,5,2,33,44,50,63,48%,52%,True
fh,Portugal Primeira Liga,GOOD,GOOD,2,1,1,0,8,1,8,2,79,35,111,79,59%,41%,False
lh,Portugal Primeira Liga,GOOD,GOOD,4,1,1,0,3,1,3,0,35,22,50,42,46%,54%,False
fh,Mexico Segunda Divi...,GOOD,GOOD,0,1,3,2,6,2,12,5,68,52,107,111,52%,48%,True
lh,Mexico Segunda Divi...,GOOD,GOOD,1,2,3,1,0,1,6,3,29,36,52,69,50%,50%,True
fh,Copa Libertadores U20,GOOD,GOOD,1,2,1,5,4,9,6,11,52,56,101,86,46%,54%,True
lh,Copa Libertadores U20,GOOD,GOOD,2,3,1,5,1,6,2,5,21,28,54,40,48%,52%,True
fh,Campeonato Capixaba,GOOD,GOOD,0,0,3,4,1,1,3,3,46,38,83,83,54%,46%,False
lh,Campeonato Capixaba,GOOD,GOOD,0,0,3,3,1,1,0,3,18,25,37,51,45%,55%,True
fh,Campeonato Carioca,GOOD,GOOD,0,0,1,3,3,4,3,14,51,95,91,126,42%,58%,False
lh,Campeonato Carioca,GOOD,GOOD,2,0,3,3,1,3,3,5,18,41,35,63,40%,60%,True
fh,Mexico Liga MX Femenil,GOOD,GOOD,1,1,2,3,6,5,10,15,62,92,91,103,42%,58%,False
lh,Mexico Liga MX Femenil,GOOD,GOOD,1,1,1,8,4,3,4,3,35,38,50,45,54%,46%,True
fh,Colombia Primera A,GOOD,GOOD,2,1,2,3,3,1,1,2,62,58,93,100,53%,47%,True
lh,Colombia Primera A,GOOD,GOOD,2,1,1,5,3,1,1,0,39,23,53,43,58%,42%,True
fh,Campeonato Sergipano,GOOD,GOOD,0,0,4,2,8,6,10,2,102,47,145,101,64%,36%,True
lh,Campeonato Sergipano,GOOD,GOOD,2,2,7,1,4,2,7,1,48,22,55,53,63%,37%,True
fh,Chile Apertura/Clau...,GOOD,GOOD,1,0,2,1,13,8,6,7,66,62,107,123,48%,52%,False
lh,Chile Apertura/Clau...,GOOD,GOOD,4,0,2,3,6,4,2,4,40,29,57,63,49%,51%,False
fh,America Friendlies,GOOD,GOOD,1,0,2,3,5,4,5,4,36,46,97,99,53%,47%,True
lh,America Friendlies,GOOD,GOOD,1,1,1,1,2,3,2,2,17,20,41,41,56%,44%,False
fh,Mexico Liga MX Femenil,GOOD,GOOD,1,2,1,1,3,3,0,0,5,0,9,5,56%,44%,False
lh,Mexico Liga MX Femenil,GOOD,GOOD,1,3,1,0,3,2,0,0,5,0,9,5,58%,42%,False
fh,Costa Rica Super Cu...,GOOD,GOOD,1,1,1,3,1,3,0,0,33,39,43,63,41%,59%,True
lh,Costa Rica Super Cu...,GOOD,GOOD,1,2,2,1,1,1,0,0,19,19,21,35,47%,53%,True
fh,Colombia Super Cup,GOOD,GOOD,0,2,3,0,3,3,6,2,96,31,126,76,68%,32%,True
lh,Colombia Super Cup,GOOD,GOOD,2,2,2,1,0,2,4,1,51,14,64,38,69%,31%,True
fh,Mexico Apertura,GOOD,GOOD,0,1,3,1,6,1,10,2,79,58,114,90,62%,38%,True
lh,Mexico Apertura,GOOD,GOOD,0,1,3,2,0,1,3,0,31,21,46,44,61%,39%,True
fh,South Africa League...,GOOD,GOOD,0,1,3,0,7,4,8,3,83,57,99,95,56%,44%,False
lh,South Africa League...,GOOD,GOOD,1,1,2,0,3,2,6,1,37,29,57,49,57%,43%,False
fh,Cambodia Cup,GOOD,GOOD,1,0,0,7,7,17,5,7,29,75,54,86,46%,54%,False
