time,league,pitch,weather,score_home,score_away,corners_home,corners_away,on_target_home,on_target_away,off_target_home,off_target_away,dang_attacks_home,dang_attacks_away,attacks_home,attacks_away,possession_home,possession_away,target
fh,El Salvador Reserve...,GOOD,GOOD,1,0,3,3,4,4,4,7,97,97,111,118,49%,51%,True
lh,El Salvador Reserve...,GOOD,GOOD,1,1,3,3,2,1,2,4,34,50,51,69,52%,48%,False
fh,England Premier Lea...,GOOD,GOOD,4,0,3,4,13,2,7,1,70,47,87,73,50%,50%,True
lh,England Premier Lea...,GOOD,GOOD,6,0,7,1,7,0,2,0,34,23,46,37,47%,53%,False
fh,Holland Eerste Divisie,GOOD,GOOD,1,0,3,1,8,2,8,4,66,28,118,73,57%,43%,False
lh,Holland Eerste Divisie,GOOD,GOOD,2,0,2,0,3,1,7,1,32,10,58,37,51%,49%,False
fh,England Premier Lea...,GOOD,GOOD,1,0,5,2,4,9,4,10,47,88,94,135,42%,58%,False
lh,England Premier Lea...,GOOD,GOOD,1,2,2,5,4,2,1,4,23,29,46,74,42%,58%,True
fh,Holland Eerste Divisie,GOOD,GOOD,0,2,0,5,5,4,11,7,62,78,110,113,55%,45%,True
lh,Holland Eerste Divisie,GOOD,GOOD,2,2,6,1,2,2,3,6,21,49,55,65,51%,49%,True
fh,Hungary NB I,GOOD,GOOD,0,2,5,2,1,2,6,3,106,65,122,94,63%,37%,True
lh,Hungary NB I,GOOD,GOOD,0,2,7,1,1,2,1,2,51,32,43,52,60%,40%,False
fh,Belgium First Divis...,GOOD,GOOD,1,1,0,2,3,6,6,7,54,63,108,132,41%,59%,True
lh,Belgium First Divis...,GOOD,GOOD,1,1,2,3,2,3,3,3,30,25,55,55,47%,53%,True
fh,England Premier Lea...,GOOD,GOOD,1,1,1,2,3,7,6,8,47,55,81,87,55%,45%,False
lh,England Premier Lea...,GOOD,GOOD,3,1,2,1,1,5,2,5,26,25,39,40,55%,45%,True
fh,Holland Eerste Divisie,GOOD,GOOD,2,0,1,2,6,7,4,10,44,53,108,98,52%,48%,True
lh,Holland Eerste Divisie,GOOD,GOOD,2,0,2,3,3,2,1,2,25,22,63,45,63%,37%,False
fh,Holland Eerste Divisie,GOOD,GOOD,0,0,2,1,3,4,6,1,18,18,68,39,52%,48%,False
lh,Holland Eerste Divisie,GOOD,GOOD,2,2,4,1,0,1,3,0,4,5,14,9,52%,48%,False
fh,England U23 Develop...,GOOD,GOOD,2,2,0,1,3,8,9,4,45,37,68,81,46%,54%,False
lh,England U23 Develop...,GOOD,GOOD,2,3,0,2,3,5,1,3,23,19,37,41,48%,52%,False
fh,Holland Eerste Divisie,GOOD,GOOD,0,4,3,4,0,5,1,6,49,70,99,108,53%,47%,False
lh,Holland Eerste Divisie,GOOD,GOOD,0,5,2,3,0,4,1,2,26,34,56,54,52%,48%,False
fh,Holland Eerste Divisie,GOOD,GOOD,1,0,4,2,6,3,9,2,57,18,86,48,65%,35%,True
lh,Holland Eerste Divisie,GOOD,GOOD,3,1,2,1,2,2,6,1,26,8,47,25,68%,32%,False
fh,Holland Eerste Divisie,GOOD,GOOD,0,3,2,3,4,6,10,5,90,87,211,206,52%,48%,True
lh,Holland Eerste Divisie,GOOD,GOOD,0,3,3,2,2,4,4,2,47,40,99,98,49%,51%,True
fh,Iceland 3 Deild,GOOD,GOOD,2,1,1,0,4,4,6,2,39,49,61,81,38%,62%,False
lh,Iceland 3 Deild,GOOD,GOOD,3,2,5,1,2,3,1,1,14,23,29,37,41%,59%,True
fh,Holland Eerste Divisie,GOOD,GOOD,1,0,2,1,8,1,6,4,78,80,145,128,55%,45%,False
lh,Holland Eerste Divisie,GOOD,GOOD,2,1,1,4,4,0,4,0,43,25,77,53,62%,38%,False
fh,Germany Oberliga Ha...,GOOD,GOOD,1,1,1,3,5,4,9,2,79,71,96,110,44%,56%,True
lh,Germany Oberliga Ha...,GOOD,GOOD,2,3,4,1,2,1,2,1,32,33,44,54,44%,56%,True
fh,Mexico Liga TDP,GOOD,GOOD,1,0,3,2,8,8,14,7,56,46,95,79,59%,41%,True
lh,Mexico Liga TDP,GOOD,GOOD,2,2,3,2,5,1,5,4,31,24,52,38,62%,38%,False
fh,Switzerland Challen...,GOOD,GOOD,0,0,2,2,3,2,2,9,19,43,49,71,46%,54%,True
lh,Switzerland Challen...,GOOD,GOOD,0,0,2,3,1,1,0,4,8,16,24,29,46%,54%,False
fh,Poland Ekstraklasa,GOOD,GOOD,0,2,5,0,6,3,5,3,79,61,100,103,50%,50%,False
lh,Poland Ekstraklasa,GOOD,GOOD,1,3,2,1,3,2,1,2,29,32,33,58,38%,62%,False
fh,Germany Bundesliga I,GOOD,GOOD,1,0,4,3,3,2,10,6,39,40,131,102,53%,47%,False
lh,Germany Bundesliga I,GOOD,GOOD,1,1,0,4,2,1,7,1,24,17,75,49,53%,47%,True
fh,Portugal Liga 3,GOOD,GOOD,1,0,5,2,3,3,6,4,68,80,122,141,47%,53%,False
lh,Portugal Liga 3,GOOD,GOOD,2,1,0,1,1,0,5,0,33,35,57,73,48%,52%,False
fh,Wales Premier League,GOOD,GOOD,1,0,4,0,10,0,12,5,81,49,84,80,46%,54%,False
lh,Wales Premier League,GOOD,GOOD,3,0,1,1,5,0,6,3,44,28,42,38,44%,56%,False
fh,Wales Premier League,GOOD,GOOD,1,0,0,1,5,3,4,1,26,24,64,86,57%,43%,True
lh,Wales Premier League,GOOD,GOOD,4,0,3,0,2,1,2,1,10,14,41,41,68%,32%,False
fh,Scotland Championship,GOOD,GOOD,0,0,1,1,7,4,5,6,56,50,105,84,51%,49%,True
lh,Scotland Championship,GOOD,GOOD,1,0,3,5,1,2,2,1,38,15,69,46,60%,40%,True
fh,Belgium First Divis...,GOOD,GOOD,1,0,0,6,3,0,7,6,53,40,121,94,56%,44%,True
lh,Belgium First Divis...,GOOD,GOOD,2,0,6,2,1,0,1,5,19,24,52,49,56%,44%,False
fh,Northern Ireland Co...,GOOD,GOOD,1,0,3,2,7,2,5,3,38,22,82,74,56%,44%,True
lh,Northern Ireland Co...,GOOD,GOOD,2,0,4,1,4,2,2,1,19,9,48,38,57%,43%,True
fh,Northern Ireland Ch...,GOOD,GOOD,1,0,3,5,3,4,2,6,24,42,70,84,46%,54%,True
lh,Northern Ireland Ch...,GOOD,GOOD,1,0,3,7,1,1,1,1,13,17,38,41,53%,47%,True
fh,England Championship,GOOD,GOOD,0,0,0,2,2,4,5,8,33,61,100,98,48%,52%,False
lh,England Championship,GOOD,GOOD,1,2,1,4,0,0,3,0,16,30,51,56,44%,56%,True
fh,Wales Championship ...,GOOD,GOOD,1,0,1,1,7,4,4,8,49,92,86,128,38%,62%,False
lh,Wales Championship ...,GOOD,GOOD,1,1,0,3,5,2,3,1,29,34,44,48,42%,58%,False
fh,Ireland Munster Sen...,GOOD,GOOD,0,0,5,2,7,3,6,3,115,69,97,85,58%,42%,False
lh,Ireland Munster Sen...,GOOD,GOOD,1,1,6,3,4,1,2,3,51,41,48,47,54%,46%,True
fh,Republic of Ireland...,GOOD,GOOD,1,1,5,2,5,2,6,4,69,47,105,101,58%,42%,False
lh,Republic of Ireland...,GOOD,GOOD,1,1,6,0,3,2,3,0,30,24,48,52,59%,41%,False
fh,Republic of Ireland...,GOOD,GOOD,0,0,1,4,5,2,3,5,54,65,116,118,47%,53%,False
lh,Republic of Ireland...,GOOD,GOOD,0,0,2,2,2,2,1,2,29,32,62,56,49%,51%,False
fh,Spain Segunda,GOOD,GOOD,0,0,3,0,3,0,13,3,52,37,114,97,60%,40%,True
lh,Spain Segunda,GOOD,GOOD,2,0,2,3,0,0,5,0,33,12,63,56,65%,35%,True
fh,Panama Liga Naciona...,GOOD,GOOD,0,0,1,0,4,5,0,8,32,30,61,59,47%,53%,False
lh,Panama Liga Naciona...,GOOD,GOOD,0,1,4,0,1,2,0,3,18,17,30,33,43%,57%,True
fh,France Ligue 1,GOOD,GOOD,2,2,3,1,7,2,10,2,43,22,128,67,60%,40%,True
lh,France Ligue 1,GOOD,GOOD,5,2,3,1,4,2,5,2,26,10,70,30,58%,42%,False
fh,Spain Segunda,GOOD,GOOD,2,1,6,0,6,1,11,10,46,24,121,111,58%,42%,True
lh,Spain Segunda,GOOD,GOOD,3,1,1,0,4,1,4,3,33,5,69,37,68%,32%,False
fh,Spain Primera Liga,GOOD,GOOD,2,0,2,4,9,2,6,8,30,53,125,99,44%,56%,False
lh,Spain Primera Liga,GOOD,GOOD,3,0,0,4,3,1,4,3,11,20,65,43,46%,54%,False
fh,Costa Rica Segunda,GOOD,GOOD,2,2,2,4,7,9,6,12,43,47,80,85,48%,52%,False
lh,Costa Rica Segunda,GOOD,GOOD,2,3,3,4,4,5,3,7,20,24,42,41,54%,46%,True
fh,Barclays Premier Le...,GOOD,GOOD,1,0,4,0,8,2,16,3,90,37,222,109,71%,29%,True
lh,Barclays Premier Le...,GOOD,GOOD,1,1,1,1,6,0,8,1,15,14,80,53,67%,33%,False
fh,Mexico Segunda Divi...,GOOD,GOOD,2,2,5,4,11,6,1,8,42,41,69,75,45%,55%,True
lh,Mexico Segunda Divi...,GOOD,GOOD,3,2,2,2,9,3,1,4,20,17,35,32,50%,50%,True
fh,Republic of Ireland...,GOOD,GOOD,1,0,1,0,5,1,3,2,42,30,60,61,52%,48%,False
lh,Republic of Ireland...,GOOD,GOOD,3,0,4,0,2,1,1,0,12,15,26,30,50%,50%,True
fh,Algeria Division 1,GOOD,GOOD,0,0,2,1,9,3,21,3,113,26,125,86,68%,32%,False
lh,Algeria Division 1,GOOD,GOOD,0,0,6,0,2,3,5,3,51,20,63,47,68%,32%,True
fh,France Ligue 1,GOOD,GOOD,0,1,5,0,8,2,19,1,91,16,143,63,60%,40%,True
lh,France Ligue 1,GOOD,GOOD,3,1,6,0,3,2,9,1,40,7,78,25,62%,38%,False
fh,Spain Segunda Divis...,GOOD,GOOD,0,1,0,2,2,3,6,3,20,35,93,88,53%,47%,True
lh,Spain Segunda Divis...,GOOD,GOOD,0,2,0,1,0,1,3,1,6,19,46,48,47%,53%,False
fh,Turkey 1 Lig,GOOD,GOOD,0,2,1,4,4,8,2,8,48,66,68,94,47%,53%,False
lh,Turkey 1 Lig,GOOD,GOOD,2,2,1,5,2,3,1,4,21,35,26,53,45%,55%,False
fh,Hungary NB II,GOOD,GOOD,1,0,1,3,10,0,5,11,62,72,94,108,47%,53%,False
lh,Hungary NB II,GOOD,GOOD,3,0,1,2,4,0,3,5,35,43,53,59,49%,51%,True
fh,South Africa Premier,GOOD,GOOD,0,0,0,1,8,5,7,13,57,81,94,118,37%,63%,False
lh,South Africa Premier,GOOD,GOOD,1,1,2,1,2,2,2,7,20,34,37,51,36%,64%,False
fh,Hungary NB I,GOOD,GOOD,0,0,2,4,6,2,4,5,38,51,74,109,43%,57%,False
lh,Hungary NB I,GOOD,GOOD,1,0,3,2,2,0,2,3,18,27,32,55,39%,61%,True
fh,Spain Tercera Group 4,GOOD,GOOD,1,0,0,6,2,10,3,11,28,60,66,95,35%,65%,False
lh,Spain Tercera Group 4,GOOD,GOOD,1,1,0,3,1,2,1,6,13,26,39,43,45%,55%,False
fh,Mali Premiere Division,GOOD,GOOD,0,0,0,0,5,4,0,2,44,39,70,69,53%,47%,False
lh,Mali Premiere Division,GOOD,GOOD,0,0,4,0,3,2,0,0,16,8,21,18,53%,47%,False
fh,Spain Primera Divis...,GOOD,GOOD,1,0,5,1,6,3,3,4,64,59,79,69,50%,50%,False
lh,Spain Primera Divis...,GOOD,GOOD,2,1,1,5,3,1,2,1,44,27,46,33,54%,46%,True
fh,France National 2,GOOD,GOOD,1,0,1,1,4,1,8,6,62,43,113,88,58%,42%,False
lh,France National 2,GOOD,GOOD,2,0,1,1,1,0,5,0,31,18,60,39,62%,38%,False
fh,Spain Tercera Group 5,GOOD,GOOD,1,1,1,4,2,4,4,8,43,60,72,84,38%,62%,True
lh,Spain Tercera Group 5,GOOD,GOOD,1,1,2,3,2,2,1,3,23,27,38,44,38%,62%,False
fh,Turkey Super Lig,GOOD,GOOD,0,0,0,3,3,6,8,5,64,57,102,79,53%,47%,False
lh,Turkey Super Lig,GOOD,GOOD,0,1,1,3,2,2,4,3,31,26,42,38,48%,52%,True
fh,Spain Tercera Group 3,GOOD,GOOD,1,0,0,0,4,10,1,4,27,40,86,85,50%,50%,False
lh,Spain Tercera Group 3,GOOD,GOOD,1,1,5,1,3,5,1,2,13,18,45,42,52%,48%,False
fh,Spain Tercera Group 4,GOOD,GOOD,0,0,1,0,2,7,9,3,54,55,127,96,54%,46%,False
lh,Spain Tercera Group 4,GOOD,GOOD,0,0,1,4,0,2,6,2,29,27,69,52,56%,44%,False
fh,France National 2,GOOD,GOOD,1,0,1,4,2,1,4,7,31,38,68,87,45%,55%,False
lh,France National 2,GOOD,GOOD,1,1,0,3,2,0,0,3,14,23,34,54,38%,62%,False
fh,Spain Tercera Group 18,GOOD,GOOD,0,0,2,1,4,7,7,7,32,42,89,69,54%,46%,True
lh,Spain Tercera Group 18,GOOD,GOOD,0,0,2,5,0,4,3,3,13,22,49,37,57%,43%,True
fh,Palestine Division 1,GOOD,GOOD,0,1,1,4,10,5,3,5,63,69,84,101,51%,49%,True
lh,Palestine Division 1,GOOD,GOOD,1,3,3,1,4,2,1,2,29,29,36,48,48%,52%,False
fh,Spain Tercera Group 12,GOOD,GOOD,0,0,4,0,3,0,4,2,48,18,63,53,48%,52%,True
lh,Spain Tercera Group 12,GOOD,GOOD,0,0,1,1,0,0,1,0,18,6,19,16,55%,45%,False
fh,Spain Youth League,GOOD,GOOD,0,0,3,1,5,1,5,2,82,46,140,116,56%,44%,True
lh,Spain Youth League,GOOD,GOOD,1,0,3,0,2,1,2,1,39,21,71,46,64%,36%,False
fh,Mexico Liga TDP,GOOD,GOOD,1,0,5,2,6,4,6,5,41,47,72,68,54%,46%,True
lh,Mexico Liga TDP,GOOD,GOOD,3,1,3,1,3,2,2,3,16,17,29,27,56%,44%,False
fh,Croatia 1.HNL,GOOD,GOOD,2,0,6,1,6,5,3,4,86,52,160,96,58%,42%,False
lh,Croatia 1.HNL,GOOD,GOOD,3,2,3,0,3,1,2,3,46,24,80,41,57%,43%,True
fh,Qatar Stars League,GOOD,GOOD,0,2,0,7,2,7,4,7,53,49,107,89,43%,57%,False
lh,Qatar Stars League,GOOD,GOOD,0,4,3,0,1,4,1,4,25,30,52,40,37%,63%,True
fh,Mauritania Division 1,GOOD,GOOD,0,0,2,0,3,3,5,2,67,53,72,77,62%,38%,True
lh,Mauritania Division 1,GOOD,GOOD,0,1,4,2,1,1,1,2,23,18,25,30,64%,36%,True
fh,Womens U20 Internat...,GOOD,GOOD,1,0,2,0,1,8,3,6,33,68,80,84,50%,50%,False
lh,Womens U20 Internat...,GOOD,GOOD,1,1,0,0,1,3,2,2,14,30,34,38,47%,53%,False
fh,FIFA Club World Cup,GOOD,GOOD,0,0,2,4,4,2,6,10,58,133,85,122,33%,67%,False
lh,FIFA Club World Cup,GOOD,GOOD,1,0,0,4,2,1,2,7,31,62,35,56,36%,64%,False
fh,Poland Ekstraklasa,GOOD,GOOD,0,0,2,2,3,3,6,4,74,68,94,123,41%,59%,False
lh,Poland Ekstraklasa,GOOD,GOOD,0,2,0,2,1,1,6,3,39,42,50,67,39%,61%,False
fh,Mali Premiere Division,GOOD,GOOD,0,0,2,6,1,4,8,14,45,53,114,105,55%,45%,False
lh,Mali Premiere Division,GOOD,GOOD,0,0,3,2,1,1,4,7,26,23,58,48,60%,40%,True
fh,Spain Tercera Group 12,GOOD,GOOD,0,1,0,1,4,3,3,10,72,58,114,103,55%,45%,False
lh,Spain Tercera Group 12,GOOD,GOOD,0,1,0,2,1,1,0,6,41,32,65,58,51%,49%,True
fh,Spain Primera Nacio...,GOOD,GOOD,3,0,2,3,4,5,4,4,31,48,56,68,37%,63%,True
lh,Spain Primera Nacio...,GOOD,GOOD,3,1,0,2,4,2,1,4,15,24,25,35,30%,70%,False
fh,Estonia Esiliiga,GOOD,GOOD,3,0,1,0,10,0,9,3,55,19,114,44,68%,32%,False
lh,Estonia Esiliiga,GOOD,GOOD,7,0,1,2,5,0,4,1,32,10,61,22,70%,30%,True
fh,Israel Liga Bet North,GOOD,GOOD,1,1,3,3,4,5,6,7,40,39,73,57,49%,51%,False
lh,Israel Liga Bet North,GOOD,GOOD,1,1,3,2,3,2,5,1,24,18,46,25,53%,47%,False
fh,France National 2,GOOD,GOOD,0,0,3,1,5,0,6,5,43,23,81,80,53%,47%,True
lh,France National 2,GOOD,GOOD,1,0,3,0,2,0,2,2,20,12,40,37,52%,48%,False
fh,France National 2,GOOD,GOOD,0,2,1,1,1,3,4,4,24,36,77,107,43%,57%,False
lh,France National 2,GOOD,GOOD,0,2,2,1,0,3,2,4,9,19,36,49,40%,60%,True
fh,Spain Tercera Group 7,GOOD,GOOD,4,0,3,3,13,5,2,5,68,61,97,111,54%,46%,False
lh,Spain Tercera Group 7,GOOD,GOOD,7,1,1,4,6,0,1,4,39,35,44,55,62%,38%,True
fh,France National 2,GOOD,GOOD,0,0,1,1,3,4,3,4,49,45,101,83,48%,52%,False
lh,France National 2,GOOD,GOOD,1,1,1,2,0,1,2,1,22,23,51,41,50%,50%,False
fh,Malta Premier League,GOOD,GOOD,1,0,0,1,6,1,11,3,77,45,92,107,48%,52%,False
lh,Malta Premier League,GOOD,GOOD,1,0,0,2,3,1,6,1,36,21,47,58,47%,53%,False
fh,France National 2,GOOD,GOOD,0,0,3,5,2,5,8,6,39,42,78,91,51%,49%,True
lh,France National 2,GOOD,GOOD,0,0,7,3,1,3,3,3,18,17,39,42,53%,47%,True
fh,Czech First League,GOOD,GOOD,0,0,1,3,2,4,12,4,71,101,99,121,43%,57%,True
lh,Czech First League,GOOD,GOOD,0,0,3,2,0,2,5,3,32,54,50,80,38%,62%,False
fh,Iceland 1 Deild,GOOD,GOOD,0,0,2,0,7,3,5,12,41,39,87,85,55%,45%,False
lh,Iceland 1 Deild,GOOD,GOOD,2,1,3,0,2,1,1,3,17,8,33,26,59%,41%,True
fh,Finland Kakkonen Gr...,GOOD,GOOD,0,1,0,0,7,7,3,7,42,63,82,92,47%,53%,True
lh,Finland Kakkonen Gr...,GOOD,GOOD,1,2,0,0,3,4,2,4,18,33,42,48,46%,54%,False
fh,France National 2,GOOD,GOOD,0,0,0,4,8,5,9,5,43,40,86,77,54%,46%,False
lh,France National 2,GOOD,GOOD,1,1,5,2,3,3,3,2,20,24,44,44,48%,52%,True
fh,Switzerland Super L...,GOOD,GOOD,1,0,4,0,1,2,8,2,101,49,115,82,54%,46%,False
lh,Switzerland Super L...,GOOD,GOOD,1,0,4,2,1,1,6,1,51,21,65,39,59%,41%,False
fh,France National 2,GOOD,GOOD,2,0,1,2,3,5,1,8,28,33,76,81,40%,60%,False
lh,France National 2,GOOD,GOOD,2,0,1,5,2,2,1,1,16,15,43,40,42%,58%,True
fh,France National 2,GOOD,GOOD,1,0,2,0,4,3,5,2,27,37,62,82,38%,62%,False
lh,France National 2,GOOD,GOOD,1,0,3,2,4,1,2,2,11,17,31,39,40%,60%,True
fh,France National 2,GOOD,GOOD,0,0,2,3,4,3,6,8,27,32,74,67,51%,49%,True
lh,France National 2,GOOD,GOOD,1,2,3,0,3,1,1,5,13,17,39,40,42%,58%,False
fh,Switzerland Challen...,GOOD,GOOD,0,0,4,2,2,6,4,5,77,70,129,118,54%,46%,False
lh,Switzerland Challen...,GOOD,GOOD,0,3,1,6,2,2,4,1,44,28,63,62,56%,44%,False
fh,Italy Serie A,GOOD,GOOD,1,0,2,3,6,3,6,6,58,27,83,117,48%,52%,True
lh,Italy Serie A,GOOD,GOOD,1,2,4,1,6,1,4,2,35,19,36,51,49%,51%,True
fh,Switzerland Challen...,GOOD,GOOD,2,0,7,3,6,0,8,8,64,58,87,99,51%,49%,True
lh,Switzerland Challen...,GOOD,GOOD,3,0,3,5,5,0,5,4,33,33,45,56,50%,50%,False
fh,France National 2,GOOD,GOOD,0,2,1,0,5,3,5,5,77,32,122,76,63%,37%,False
lh,France National 2,GOOD,GOOD,1,2,7,4,1,3,2,1,38,12,66,37,61%,39%,False
fh,France National 2,GOOD,GOOD,0,0,4,2,7,2,4,2,66,43,102,96,53%,47%,True
lh,France National 2,GOOD,GOOD,1,0,1,0,3,2,2,2,29,21,45,48,49%,51%,False
fh,France National 2,GOOD,GOOD,0,0,3,3,3,5,2,8,28,41,96,105,46%,54%,True
lh,France National 2,GOOD,GOOD,0,0,1,4,1,1,1,3,16,17,50,47,53%,47%,True
fh,Switzerland Women D...,GOOD,GOOD,2,0,8,1,10,3,13,3,64,18,103,74,63%,37%,True
lh,Switzerland Women D...,GOOD,GOOD,5,0,3,0,5,2,8,2,32,9,51,36,61%,39%,False
fh,Switzerland Challen...,GOOD,GOOD,0,1,3,1,4,5,4,1,68,34,117,83,55%,45%,True
lh,Switzerland Challen...,GOOD,GOOD,2,5,3,0,1,1,2,1,34,19,56,44,54%,46%,False
fh,Mexico Segunda Divi...,GOOD,GOOD,0,1,6,2,5,5,5,5,42,24,85,71,56%,44%,True
lh,Mexico Segunda Divi...,GOOD,GOOD,1,3,1,1,4,2,4,2,20,8,38,29,56%,44%,True
fh,Spain Primera Nacio...,GOOD,GOOD,1,0,0,0,3,7,5,7,28,49,64,104,38%,62%,False
lh,Spain Primera Nacio...,GOOD,GOOD,2,2,0,0,2,3,2,4,16,22,36,57,37%,63%,False
fh,Mexico Segunda Divi...,GOOD,GOOD,1,1,1,2,7,4,5,5,70,32,98,74,54%,46%,True
lh,Mexico Segunda Divi...,GOOD,GOOD,1,2,5,0,4,2,1,3,29,18,53,33,54%,46%,False
fh,Morocco GNF 1,GOOD,GOOD,0,0,4,1,2,0,3,4,66,37,122,92,55%,45%,False
lh,Morocco GNF 1,GOOD,GOOD,0,0,5,1,0,0,1,3,28,21,68,52,56%,44%,True
fh,Spain Segunda,GOOD,GOOD,0,1,6,1,5,1,10,3,59,34,115,82,59%,41%,True
lh,Spain Segunda,GOOD,GOOD,1,1,5,3,4,1,2,1,29,13,55,36,57%,43%,False
fh,Saudi Arabia Premie...,GOOD,GOOD,0,0,4,4,5,4,4,1,65,59,83,55,51%,49%,True
lh,Saudi Arabia Premie...,GOOD,GOOD,1,1,5,3,2,1,1,0,26,30,43,26,52%,48%,True
fh,Germany Bundesliga I,GOOD,GOOD,2,1,2,0,8,7,17,4,43,30,154,82,58%,42%,True
lh,Germany Bundesliga I,GOOD,GOOD,3,2,0,0,6,3,9,2,16,8,71,47,55%,45%,False
fh,England Championship,GOOD,GOOD,1,0,0,0,2,3,2,14,14,88,68,125,48%,52%,False
lh,England Championship,GOOD,GOOD,1,0,0,13,1,2,1,4,7,20,47,50,67%,33%,True
fh,France National 2,GOOD,GOOD,0,2,0,3,0,11,3,7,25,42,83,90,45%,55%,True
lh,France National 2,GOOD,GOOD,0,3,1,0,0,4,1,2,13,15,50,48,48%,52%,False
fh,England League 2,GOOD,GOOD,0,2,3,2,2,3,6,4,51,48,106,84,55%,45%,True
lh,England League 2,GOOD,GOOD,0,3,0,3,1,2,3,2,24,19,53,28,57%,43%,False
fh,Belgium First Divis...,GOOD,GOOD,0,1,2,3,7,5,3,12,41,59,112,110,53%,47%,False
lh,Belgium First Divis...,GOOD,GOOD,1,1,2,5,1,3,2,5,27,25,44,56,51%,49%,True
fh,Spain Primera Liga,GOOD,GOOD,1,0,2,0,2,0,11,11,50,45,110,124,47%,53%,True
lh,Spain Primera Liga,GOOD,GOOD,2,0,5,2,1,0,5,4,28,19,53,68,51%,49%,False
fh,Italy Serie B,GOOD,GOOD,0,1,1,1,0,5,10,8,34,63,93,118,45%,55%,False
lh,Italy Serie B,GOOD,GOOD,0,1,1,3,0,3,6,3,13,33,42,53,42%,58%,True
fh,Belgium First Divis...,GOOD,GOOD,0,1,1,0,3,4,9,5,47,34,130,92,52%,48%,False
lh,Belgium First Divis...,GOOD,GOOD,1,3,5,2,2,1,4,3,31,16,66,51,54%,46%,False
fh,Greece Super League,GOOD,GOOD,0,0,2,1,1,2,8,4,46,21,112,62,55%,45%,False
lh,Greece Super League,GOOD,GOOD,0,1,2,0,1,0,3,2,12,15,53,40,45%,55%,True
fh,Greece Super League,GOOD,GOOD,0,0,5,3,7,2,10,2,65,18,139,73,68%,32%,True
lh,Greece Super League,GOOD,GOOD,0,2,3,0,2,0,5,0,34,8,78,35,73%,27%,False
fh,Holland Eredivisie,GOOD,GOOD,1,0,4,2,3,4,3,9,31,57,89,136,37%,63%,False
lh,Holland Eredivisie,GOOD,GOOD,2,0,3,3,2,3,2,3,17,29,48,65,41%,59%,False
fh,Israel Cup,GOOD,GOOD,0,0,2,2,1,4,6,3,58,38,105,70,54%,46%,False
lh,Israel Cup,GOOD,GOOD,0,1,5,1,1,1,4,1,28,23,54,32,53%,47%,True
fh,Campeonato Paulista A3,GOOD,GOOD,1,2,3,4,6,4,7,9,35,36,97,84,57%,43%,True
lh,Campeonato Paulista A3,GOOD,GOOD,1,2,6,4,4,3,4,6,19,20,54,48,53%,47%,True
fh,Campeonato Paulista A3,GOOD,GOOD,1,0,3,1,3,5,4,5,27,30,62,69,42%,58%,True
lh,Campeonato Paulista A3,GOOD,GOOD,1,0,1,6,3,2,2,3,13,11,29,28,43%,57%,True
fh,Campeonato Paulista A3,GOOD,GOOD,0,0,3,1,4,5,4,6,40,49,78,88,40%,60%,True
lh,Campeonato Paulista A3,GOOD,GOOD,2,0,3,4,1,2,4,3,19,22,36,38,44%,56%,True
fh,Spain Primera Divis...,GOOD,GOOD,0,2,0,5,9,12,4,11,34,41,66,78,43%,57%,True
lh,Spain Primera Divis...,GOOD,GOOD,1,3,4,6,5,7,4,8,16,22,33,36,48%,52%,False
fh,Campeonato Paulista A3,GOOD,GOOD,0,0,2,0,4,5,10,9,56,37,93,71,67%,33%,False
lh,Campeonato Paulista A3,GOOD,GOOD,0,1,4,1,2,0,6,3,26,14,44,35,68%,32%,True
fh,France Ligue 2,GOOD,GOOD,0,0,3,4,6,5,6,6,75,55,85,83,49%,51%,True
lh,France Ligue 2,GOOD,GOOD,1,1,7,5,2,2,2,4,33,28,44,48,46%,54%,True
fh,France Ligue 2,GOOD,GOOD,0,0,1,2,5,0,8,6,54,88,96,109,38%,62%,True
lh,France Ligue 2,GOOD,GOOD,0,0,0,5,4,0,6,1,38,28,53,49,44%,56%,True
fh,France Ligue 2,GOOD,GOOD,0,0,2,1,2,5,5,6,49,52,96,92,43%,57%,False
lh,France Ligue 2,GOOD,GOOD,1,0,1,4,1,1,3,4,26,21,46,43,39%,61%,True
fh,France Ligue 2,GOOD,GOOD,0,0,1,6,3,2,4,6,62,64,79,87,48%,52%,True
lh,France Ligue 2,GOOD,GOOD,0,1,5,1,2,1,2,4,20,42,33,47,42%,58%,False
fh,France Ligue 2,GOOD,GOOD,0,0,2,2,3,3,6,3,78,63,97,126,47%,53%,False
lh,France Ligue 2,GOOD,GOOD,1,1,4,1,2,0,3,2,36,25,40,64,42%,58%,False
fh,France Ligue 2,GOOD,GOOD,1,1,4,0,6,3,4,3,74,25,102,64,61%,39%,True
lh,France Ligue 2,GOOD,GOOD,1,1,6,1,3,2,1,2,37,12,57,30,65%,35%,True
fh,Spain Primera Divis...,GOOD,GOOD,2,0,2,0,2,3,8,10,25,29,47,69,40%,60%,False
lh,Spain Primera Divis...,GOOD,GOOD,2,0,1,5,2,1,5,1,12,5,17,19,49%,51%,True
fh,Botswana Premier Le...,GOOD,GOOD,0,1,2,2,2,7,2,5,50,76,60,92,40%,60%,True
lh,Botswana Premier Le...,GOOD,GOOD,1,2,1,0,1,6,2,4,34,59,40,68,38%,62%,False
